0,2977,27710,1775,1291,2722,3618,1270,190
1753,3874,6050,10971,56,3991,193,4461,9304
1,468,1041,9543,6951,646,29665,6839,645
1118,11156,918,4159,5437,58,195,5446,7117
2,5967,710,7755,10780,26328,3897,18976,25672
332,2406,1316,2136,375,1152,9090,11093,7781
3,19177,31681,5218,60,7034,1799,12514,28988
599,486,502,5658,1049,29217,6671,9662,369
4,2928,2379,519,6729,12956,2885,8897,8051
336,6064,13732,10600,1468,17314,10071,199,16355
5,2909,2037,591,8027,1175,12894,17033,22490
472,7006,1051,15067,337,1198,5280,924,23057
6,598,2378,9698,1974,1044,3036,28038,15553
3132,3113,1703,1099,5946,3104,14686,4671,27045
7,3048,8831,596,2955,2542,3592,20117,19667
3037,2036,32333,7973,5343,12085,34555,1302,8461
8,2547,18628,10159,4511,7730,1187,16850,4778
2886,4049,928,9832,1466,6878,8958,662,29539
9,3107,507,2530,2895,11020,3122,9555,8098
605,7807,2677,6401,10719,8217,1330,3570,17220
10,481,7585,10306,2028,8330,30808,29576,2322
487,584,485,5274,7362,4839,4125,804,1313
11,2025,613,26236,13140,2861,7971,34827,7474
2956,1744,3105,16073,3560,13697,6663,9580,3106
12,3043,1101,602,2354,492,1055,358,671
2347,6173,501,1709,7840,5150,4190,351,368
13,2957,667,4689,29776,11138,4801,13131,6842
530,11984,3360,2692,30414,993,15673,18774,15775
14,30451,359,356,8265,1154,2353,222,219
1719,3935,811,680,31795,4985,2090,7888,20579
15,2685,493,2355,1717,1160,946,14702,4173
674,1321,7179,30319,945,14963,1823,29523,2679
16,2923,11779,947,9455,3424,2087,4095,13867
496,391,4186,7718,254,11679,14381,26895,24710
17,4107,12789,5303,3331,26846,5302,4378,11638
2382,1984,6371,28932,7132,11567,13953,8841,3731
18,629,2924,1765,558,4015,12458,4736,11645
505,2810,1176,1473,12987,10660,8287,13694,2107
19,608,9776,1061,6328,8345,9306,8362,2177
1477,11741,6230,28199,17942,4502,10583,1180,5756
20,379,376,960,242,4062,15530,239,3556
3095,2369,25818,9679,836,14165,11805,3346,3347
21,693,5860,7277,2102,8822,1185,6168,14842
18550,2114,11578,843,209,3230,9314,17018,346
22,2546,25575,1730,2963,2377,6768,18860,5485
610,383,6904,26766,1941,5789,6428,27110,10189
23,587,1495,5467,463,1196,1038,12967,15583
2570,633,1496,5887,10257,29737,5206,703,1458
24,5980,9849,9030,6979,2115,15002,4871,4333
614,615,528,398,3180,11161,4556,1503,4749
25,2269,395,2554,5264,850,5288,3607,258
3077,19437,16679,18218,1074,3518,11042,12063,12315
26,8233,17837,5721,10305,323,1757,1465,16829
581,2387,10253,5836,399,7099,12599,9359,4348
27,616,541,13459,9327,5805,8227,1442,4282
542,9551,2866,11207,1071,7705,14355,3775,11620
28,617,2380,1752,10124,7083,8418,5863,12262
3133,19722,33993,10416,1745,8493,1023,15538,6124
29,1107,534,6968,533,6636,7558,2823,14203
3097,2572,1664,3008,27067,10894,16284,2818,2328
30,3009,11487,2400,1460,11709,1966,4069,4172
2068,5611,1078,2852,10108,13199,17927,4199,12634
31,3006,536,2395,546,6780,9070,6745,17266
2560,2396,5923,21276,1446,7285,30019,19188,34072
32,410,7120,990,9796,12449,6027,7434,21266
635,1769,14159,7261,15076,9674,8204,3100,7327
33,3140,8661,3111,3101,18468,3853,7693,27588
7445,544,996,8973,5163,4048,8791,7411,9714
34,1109,3073,3004,2970,1082,2042,627,12052
2044,10214,1758,1008,9115,17856,1083,9382,431
35,14824,1546,3792,5841,4128,3589,26649,2140
1550,17254,288,4971,6773,6069,770,5684,14212
36,5695,10542,12582,6756,286,9202,31822,2147
2509,5608,424,1244,32510,739,10160,2143,1381
37,877,1382,628,425,1761,1283,3948,1792
429,427,1762,26329,3378,29314,30618,9567,2145
38,7029,314,736,1153,745,81,5258,13333
2428,33870,588,6271,7107,12367,29071,16340,1768
39,564,1017,302,3537,2156,1392,7518,1894
565,438,755,1016,12979,1393,19103,2155,5675
40,32715,2574,14031,15976,5969,2063,753,761
567,440,9700,8937,1395,11704,6092,7560,9791
41,1788,6188,5971,4142,909,3263,6016,4911
570,10781,9420,2298,1398,15013,1021,3538,18819
42,3010,2575,445,1779,2816,8296,30000,308
8334,5242,1992,4397,13866,20105,3423,7202,13811
43,3532,5369,3014,4669,7102,9319,2451,6136
1792,7760,267,1882,3948,6415,5709,151,30975
44,2581,7902,1791,4449,3373,11856,4531,12024
2939,5038,3931,20477,19773,18538,14974,831,11232
45,2446,1068,19106,5227,9308,7465,4193,4373
2447,4314,415,19773,5038,7646,3746,15466,1285
46,3287,2444,7191,6922,6442,22640,16324,5362
477,3563,5682,4066,13282,9780,3314,4539,12143
47,7368,28597,8535,16314,1007,33537,6992,7354
4050,304,2176,27688,11627,10639,13562,12299,9291
48,4170,4193,33655,17468,21076,4118,1784,34010
6632,7063,5441,13661,6321,3542,13920,6604,16703
49,6210,1164,7767,18134,176,4242,4960,5327
9403,5333,983,23576,8950,5269,13141,265,12944
50,630,6234,767,13845,12786,432,7203,32340
2373,8528,3621,697,13154,3854,29906,3683,35644
51,404,11386,3174,985,4351,16379,4748,15880
10706,2813,10495,5346,8057,10272,7078,19673,10636
52,4528,10410,64,490,9863,15268,5003,7512
3037,34555,5213,27239,2036,1302,13540,32333,16598
53,464,11644,29862,190,7258,24783,8147,17513
6516,10234,28214,13153,7979,3818,5843,18614,5858
54,6633,2061,5717,11731,3858,3613,26231,10521
5619,9696,1123,3651,31917,785,6615,16364,3991
55,3149,8399,7208,6650,9472,1293,19218,28534
8477,18347,11475,1417,4787,26762,466,13473,12791
56,7397,16280,193,1753,6050,590,10971,8201
7722,17706,12907,4040,12898,8562,2058,11525,22499
57,1116,4110,14005,6805,7152,3778,13021,12195
3566,2918,6816,343,2723,12359,478,5652,35323
58,11156,1122,23832,195,1118,918,7117,9633
1798,7862,1112,3249,7653,8320,7698,19729,1435
59,4830,3281,16740,3369,5885,10336,21048,7899
28598,12514,9812,28988,2059,921,25290,1042,6748
60,7034,1699,4035,31562,5218,334,1047,3
5424,32901,3401,24992,6852,5076,22906,13051,4044
61,26692,10006,4740,7768,8530,12526,16939,7036
2716,5733,5698,7790,21573,10100,13893,22522,3265
62,6810,8196,15850,7743,10841,8387,17363,2715
2041,4277,5103,7486,3997,5368,18066,3932,31235
63,1802,7511,20270,5741,8512,11988,10698,3510
2039,1129,11999,1300,16385,17700,2528,1921,4983
64,4528,9863,52,3686,7675,34372,10410,10905
7498,6435,5091,3741,22294,2183,17827,11864,12870
65,2674,8091,2458,10037,9678,15801,13391,6121
2711,7115,2942,21324,31140,20380,5087,7608,8561
66,15672,12752,8299,3907,16074,22196,6254,10910
11958,3046,6279,10236,6962,5799,5064,11322,5307
67,2069,7089,11055,2009,6494,15748,30115,30102
2032,3630,5013,12783,2960,3939,29360,9158,3684
68,26719,2031,7427,8211,9597,31715,2460,2707
1136,13427,9621,10226,31336,7005,6040,5792,22055
69,18495,6180,29424,6542,12993,4298,6781,28523
4151,8330,28300,5095,5852,7585,1306,13529,24114
70,4349,4659,10450,11006,5154,11570,10472,4504
3577,10972,7038,10994,5459,14004,3338,32134,16584
71,2024,25375,21624,15303,4071,12070,15853,11455
2023,6313,12301,2187,10228,18407,15665,3395,4317
72,2701,2462,10217,8232,2737,29884,17017,16541
6289,16648,8197,8009,1142,8731,3395,15665,3698
73,7554,1309,10578,6751,14327,12048,17344,4155
2680,1812,15368,6964,9559,2667,10409,6897,14657
74,7541,5912,10772,1310,2075,26148,6154,4800
1813,2019,10009,5878,5807,28929,14270,2591,800
75,2018,7224,4890,4244,15290,21296,14244,4300
1146,3669,15688,499,4739,1980,6339,10503,15338
76,7590,6287,3831,5167,5496,7641,32070,6854
7116,4910,3477,10135,7440,7155,11276,16354,3212
77,8202,1148,6860,5375,3578,5847,12792,13598
7588,17383,32432,12855,14667,30719,19820,14787,6115
78,7271,9915,6815,6947,6374,15847,4689,6842
7497,4167,5043,3871,3751,16584,29028,4645,32134
79,5668,3201,5979,6572,11678,216,8093,26057
1151,4251,19197,11004,10815,10779,5739,4636,32962
80,29603,3705,6152,5806,3846,6797,17144,23041
6664,15208,5834,31445,4821,9293,7401,14474,12296
81,1153,736,1277,314,3193,3977,20492,38
7456,4169,4975,10548,6596,4918,3728,31969,29456
82,23544,3667,30828,3411,5053,17615,11774,17466
7793,6337,15755,2353,4688,5332,32100,8265,17881
83,11865,7228,11062,15102,5554,3291,12927,9997
3214,2688,4379,1156,22622,7471,9986,3222,10926
84,15296,31143,4795,6261,944,4989,950,9102
9618,8122,2084,8501,1822,5513,5301,810,5846
85,17827,5091,7498,1203,3741,2183,11177,6435
2686,6212,10296,33157,13165,2745,2083,7322,13455
86,2002,4604,6823,2085,8289,27391,10240,11757
2001,5041,5255,6022,6160,25456,5484,4571,9455
87,4560,2086,8144,7081,12953,7657,4189,21767
5591,4095,3424,947,8818,8144,13867,12078,2087
88,2469,6871,10743,5484,12822,10025,6983,25456
1163,15537,5918,1430,362,225,30716,1323,5579
89,1826,13932,29045,181,1324,9111,5506,10223
11638,12789,14494,24164,9630,5816,4107,5302,15835
90,8230,3215,4378,4605,12562,5303,11700,227
1166,7742,6719,24403,500,9415,2904,498,2538
91,5523,3731,2359,11963,6371,11438,3842,28932
5784,30078,1824,9089,1999,4750,7865,14944,1719
92,5791,4646,7552,13890,5401,3221,1584,1933
1979,19443,28966,1980,15688,14564,11126,11329,12695
93,3548,8184,2361,1159,11185,10561,2537,5880
7334,4059,12960,17473,1328,2092,9592,4495,14462
94,8133,11890,4123,8424,2664,6796,29451,4798
6416,10836,1329,2093,15970,820,953,9938,4291
95,5783,29225,10515,15802,4212,34578,1172,3793
1172,18062,1330,5055,2734,11439,10515,95,30181
96,14913,3903,14925,21635,17276,2094,503,14399
2250,2598,10858,15459,7283,2197,18195,4590,22396
97,3019,8145,1833,2834,2945,4011,6420,13081
6541,3707,3998,5051,3408,5124,12158,15044,13923
98,4817,2473,6935,7447,2096,8278,11501,2198
6053,5563,10977,6758,5183,5180,6681,21798,6251
99,3018,10830,6327,8376,9999,5796,14321,8438
1474,29949,1177,2074,5795,15540,2543,30869,24199
100,1475,7977,9856,10132,3311,7905,8531,9624
1476,7737,8524,8592,2751,7579,10534,8480,26717
101,3544,20625,15291,4296,32052,10111,18088,15243
6232,1180,28199,16452,843,5028,3670,28906,706
102,1479,4010,3680,9207,20357,31689,10147,24582
5060,17229,30855,2100,4494,4836,3161,3921,10323
103,10343,3585,5788,4196,33214,3433,1480,377
1481,5319,11069,2101,3595,5968,18794,3759,7047
104,1839,2260,11841,7712,1184,5588,3766,2475
13727,2475,7461,5588,18124,17423,3232,104,20250
105,7500,7678,4010,10147,24582,9207,5860,6168
4081,6535,3434,3347,4816,7813,13370,5172,325
106,22658,3233,32376,23359,9639,1482,6235,6685
6183,7740,7843,12991,10660,13694,3302,9144,8151
107,7933,1486,6589,6105,1188,7130,10395,2753
10199,3507,5927,5216,18776,16084,1487,12244,3231
108,2602,3598,2262,5347,6486,5512,11344,2105
1190,1158,13540,14231,5343,514,22483,15535,30653
109,6391,1342,12271,6071,9687,966,15535,3367
1490,4602,3158,5789,5704,12003,17718,17310,5321
110,12056,7331,772,8756,1732,10860,3159,13190
1845,4344,10080,14998,3302,11307,9144,14438,22192
111,6125,16301,6986,18007,5850,4858,1193,15982
1846,18231,5974,7896,2657,7887,9721,3158,12003
112,1194,17597,11625,16226,3507,4065,27364,17083
1847,8357,4201,22192,3798,16718,9616,2549,7843
113,2110,3240,4956,4657,8977,22490,29946,1175
1848,7142,5722,3772,4820,6480,26679,7263,17617
114,2265,7026,2604,5657,9230,4860,2479,15580
19013,5602,10157,27152,9242,28964,6963,8982,4570
115,6425,7553,32282,3527,35266,3954,12139,4823
1498,11600,8362,15149,3494,6151,7066,29668,8992
116,1905,9254,1349,7334,22434,6004,7670,2092
2605,4753,6464,1499,4916,6358,4949,10606,33826
117,8266,7132,12593,9406,3441,13278,4405,7718
9314,2114,3230,3781,4549,243,11578,6068,701
118,1852,9808,6463,6714,23705,18800,2500,9966
1202,5336,5273,5582,5061,14630,13936,3604,3192
119,1502,1853,4412,33236,5541,19721,4871,3192
1203,85,11177,14378,5175,1920,17827,5091,4536
120,1854,11228,5532,6038,9086,7021,2759,11545
7193,1911,1353,1411,3458,1201,13806,1504,255
121,23212,3838,7663,4393,14426,10470,5754,4489
3163,6629,29289,850,21365,25,8369,2269,2929
122,1507,2760,2118,4743,5503,15419,2553,13900
1508,11093,8339,11363,3866,8947,7127,2136,9083
123,7463,11017,27425,15840,11826,1741,5350,6973
4447,4092,5906,4077,1352,4762,11732,9910,11279
124,1857,1210,15133,4188,1356,11190,858,13143
850,3607,3163,13802,2269,25,395,1205,3120
125,6000,2607,3865,29534,30423,4844,3913,5648
1858,5473,4029,3421,851,5104,4019,6141,1357
126,7847,6057,7787,7738,8427,30121,17373,5702
6544,9851,12753,13916,7211,7708,3729,20127,3851
127,11696,15508,2365,3106,14327,7554,3089,11011
7629,853,7602,7836,28787,6117,7556,6483,7083
128,2609,3967,3885,4117,10354,26801,9541,11458
854,6607,6373,7344,6836,30997,8378,8072,4537
129,3877,4218,7595,20342,6023,7624,17582,14697
855,3891,3969,9921,6569,304,11191,5405,4715
130,4748,897,22124,1402,985,4149,13467,5794
3024,7606,16771,1519,8557,5616,34772,8031,6218
131,3909,725,18477,5950,12589,3642,13971,4153
2611,6602,8154,9299,3399,857,24644,5173,7734
132,4094,7164,994,10232,730,406,12435,16832
858,29281,18363,30134,713,20757,10948,5986,24871
133,2612,1865,17847,6133,1221,10502,19598,1364
1668,11304,2487,859,6828,15962,6803,2766,7460
134,3981,1524,2278,33785,7696,11548,6433,31300
1525,860,3580,19420,4921,34327,2916,2559,2693
135,5314,6457,23507,2129,3637,3869,4927,11919
31210,861,17287,18116,5363,16374,10360,7170,6405
136,1225,5769,12460,9796,9609,25993,322,10300
1528,4386,862,4052,9529,5910,11065,5089,9919
137,4838,3947,3985,31518,28182,1368,14674,5951
8353,14782,7613,7521,863,6700,5404,2646,4014
138,7574,19401,9412,1369,5289,17030,3171,4282
864,3305,4267,27259,8146,193,17218,8201,4498
139,7387,4552,5352,1370,3878,19129,7610,5628
1532,3509,865,6834,3864,35564,10605,4565,13968
140,4253,10617,6272,1371,14184,4835,7339,9357
5184,7778,866,4679,2134,16720,18121,30760,7138
141,1534,8350,6799,8069,1372,8450,26321,2349
867,6866,13118,22679,15295,9705,6749,2135,6677
142,6174,2492,3450,35446,5765,10319,1373,4330
868,7781,2136,8339,11363,14049,997,2406,1152
143,1374,10512,30499,4832,13928,6096,3943,5565
1875,869,5253,3691,3447,10233,4837,9634,4914
