0,13855,1361,1809,635,95,1027,3629,6823
234,323,959,5812,1090,1030,6611,6776,1879
1,355,5390,13164,9488,12836,7030,2103,2275
2609,30,3517,6257,14494,12645,3374,4494,1948
2,1464,6478,3159,971,15346,8433,3518,2350
6447,11245,708,3966,3748,7540,958,4874,1048
3,299,1189,4849,987,522,1518,14019,8019
1524,298,1271,1796,3653,4943,6065,1495,1099
4,9314,3865,8425,2389,3892,825,1329,12389
1265,5510,1561,4049,4017,2359,4420,874,6850
5,5153,1014,4165,15404,14788,1161,4626,9169
13118,6570,3737,17141,4263,3882,1458,3075,430
6,301,1177,246,179,175,659,4429,3495
14888,5569,3421,5258,7480,1661,335,6599,402
7,178,577,111,2344,3798,5887,7221,15887
580,473,7351,660,2522,3080,1042,1757,405
8,1712,406,4409,997,6039,4072,17158,3011
13423,2651,2189,5819,4815,6281,45,4115,4729
9,1462,279,6229,2368,6302,2333,727,2531
304,4888,3164,4653,4181,7096,2236,1747,11459
10,188,480,121,2031,7765,1778,3669,5428
2930,1051,4411,3084,7421,3839,5714,1376,415
11,1273,865,3384,9430,3468,3613,2608,10362
598,519,5633,5041,13683,14776,7719,5069,2410
12,2990,4515,7501,1596,2791,5216,4992,16618
1277,2632,425,2644,129,4786,753,6901,8479
13,4450,4553,2814,5053,1939,7655,3805,2661
308,721,2141,4668,4610,3438,17346,4501,17616
14,1190,876,5062,4209,6131,5568,3778,3801
267,3484,3318,3779,2392,1723,9215,1484,15016
15,1200,730,983,2086,2320,3180,2117,2313
1503,268,273,3390,4535,8633,6686,8600,215
16,205,3560,495,4898,3717,10633,6793,3848
1570,9234,13794,2474,4428,6147,5380,4838,515
17,1502,1485,541,1021,6026,17300,211,4473
7412,773,1896,2064,1070,8746,10777,4679,436
18,5271,6291,3378,143,4601,15911,2111,10088
691,314,1974,896,3880,1713,796,623,10174
19,157,368,2629,7419,6108,441,17438,10246
282,151,1078,696,3759,947,7824,10735,16066
20,1287,7988,5662,3139,3366,7811,1023,5972
894,3094,2071,3008,92,7139,1589,784,642
21,1505,1408,4148,15000,154,4387,2244,2915
1766,1507,3551,3068,5582,2764,2802,2727,4774
22,3951,5928,6012,6949,11634,5445,8483,1767
1223,534,9553,4654,2539,24,17005,1819,2085
23,1222,3461,3221,11320,8162,2681,12301,3320
3684,8157,3496,3677,3207,16256,16868,2944,13067
24,2085,8734,10538,2059,892,17005,9553,534
3105,582,9067,88,2121,2480,7132,113,3665
25,315,3117,6393,216,16170,4978,1648,4812
202,5693,1587,2374,7940,888,499,5666,8664
26,2264,5205,32,245,7634,3756,7318,6020
232,5822,14931,95,3629,1031,1360,2929,1809
27,1929,3121,2306,15938,6717,5833,1581,4126
3604,3325,4736,9609,14267,1363,3500,11375,2723
28,8140,3025,295,4895,521,1937,8182,8361
558,2055,3576,1889,3511,6611,14288,97,5416
29,5578,561,11916,559,459,2723,1025,17019
2415,8370,5168,10524,3162,2034,6703,16723,16657
30,3517,15781,2609,167,1948,13170,5416,5162
13346,5003,2370,3884,4265,6263,3518,11665,17340
31,3405,4098,7925,3715,3635,9531,7052,1734
901,10135,4256,5994,5349,1755,2290,5039,7113
32,2264,26,1843,17186,5205,15742,245,7634
1337,1229,4839,5139,8686,3872,2778,2869,7232
33,7836,6376,8037,11098,3127,5455,6479,5740
3247,7874,15051,464,4486,8988,2439,4916,4479
34,1230,610,2488,16853,1035,9089,11724,3747
3090,14712,3271,2149,6602,5553,14626,7255,1353
35,5225,5503,2577,5785,5236,2252,12895,3802
1012,10812,6035,14032,570,269,14719,9056,1351
36,1231,4116,14942,4340,4393,5232,15057,6744
3777,5289,6024,8672,6143,2218,5848,4576,7754
37,2956,5386,655,13074,3077,2400,8346,6011
1009,3612,2445,2122,7645,10648,7122,2150,3627
38,3795,2748,16035,3427,2811,9415,5181,3466
4101,574,3430,1789,6396,6799,7345,1520,1521
39,3187,3421,4877,7067,4457,855,335,4726
2834,3286,5839,108,2139,5408,300,1233,16144
40,3076,2903,1923,8572,2713,3991,13381,6768
368,157,10246,19,17438,7419,3507,5108,1220
41,11772,15414,5887,8733,3982,471,3727,14588
3614,5531,7551,2777,6289,857,5917,4394,4855
42,7648,472,475,4551,6741,8761,4346,5093
3749,7189,7540,2070,2696,4874,5932,11147,6447
43,1001,2302,5120,3742,4024,4286,14372,5656
2280,1043,4072,2997,8300,112,6373,528,1298
44,2742,6411,12728,806,5654,997,1757,3080
913,6966,662,2753,3719,2509,13493,5273,10224
45,4115,2189,6281,5850,180,182,11365,2559
5719,1921,14466,600,6639,6699,992,14126,1191
46,2323,3776,6945,792,1083,288,7295,3522
1774,4092,2940,13423,7798,3406,4577,13327,4815
47,5945,4212,1332,3398,2399,6233,4761,16547
7901,2106,17289,586,6633,1450,9031,665,6808
48,8638,1047,529,7170,4372,185,9842,716
1417,3210,587,8582,1715,6175,3107,6214,1726
49,1048,4139,1099,1620,14865,10516,6085,16724
1509,5415,4188,2898,4219,6105,1510,1300,4266
50,4928,5066,4812,4142,3650,7284,4978,6615
1772,2148,16026,9044,10104,11395,6313,8261,15520
51,2005,1840,12291,3750,2780,1778,7774,7421
2894,2098,16607,740,189,120,6351,3344,7916
52,1130,3856,592,2794,1883,1376,10125,9134
3750,3839,2005,12291,2930,3084,4411,1840,51
53,11329,16188,741,5612,1418,255,531,5514
743,594,3565,2077,2331,10062,3397,742,593
54,1301,1799,1131,3243,2756,5672,9460,2695
671,483,5574,2453,12320,1645,1053,595,1187
55,6028,386,4378,866,5430,6595,2201,2641
3493,2925,2429,7991,7072,10145,2756,2942,14895
56,597,8113,13682,2608,8692,16180,16583,6705
1055,1620,2478,11245,14973,8793,1048,13299,13011
57,3513,1302,4615,2430,7790,6318,6168,8006
16141,17633,1977,674,4820,11971,13695,6724,126
58,4627,3667,11217,3002,3835,1046,383,747
4133,3566,4703,6639,3859,14466,407,127,1191
59,926,4904,3357,9400,1250,4983,946,9022
751,2206,16618,1596,1192,4083,7168,128,972
60,927,5614,2766,3019,4543,2571,10446,8051
11606,1919,7213,5235,2877,13528,4886,3085,356
61,1380,1059,6950,1759,2425,5521,1241,4190
7920,5913,2675,14991,9175,1276,4232,1498,1447
62,605,2094,678,5595,429,6207,4642,17230
3000,14767,2422,2824,2152,4938,7179,8158,6843
63,3869,2851,2272,8581,9369,6270,3628,1951
5848,7754,1553,3777,6143,4790,872,5874,4768
64,5177,5729,13797,4719,3954,4463,3967,5152
2109,10171,3812,8791,9365,7510,9041,6756,7306
65,2374,11062,701,2897,202,8664,759,888
2975,1821,493,7006,4671,5640,6581,6798,105
66,2047,3582,497,5116,365,203,8416,1672
1306,5251,9799,682,7340,8893,814,2618,5346
67,762,1139,3848,5774,15650,4901,1814,2665
2657,4025,1628,5821,3990,15759,5217,2738,8487
68,6230,4898,161,5150,2407,205,6793,4636
2419,15759,14091,684,7337,6361,1628,15860,3072
69,3787,4706,8515,2141,5347,10215,1632,2648
2276,2676,685,1939,3805,2814,2971,13201,6664
70,3136,7092,2210,3998,17052,207,15206,5037
767,4175,686,4225,575,3823,5444,2870,1342
71,3087,1246,1725,17723,2165,2619,6434,8490
687,5256,2416,6964,3048,6814,6014,2395,2006
72,3471,3030,2787,5535,2421,1761,15152,2442
2891,5529,17077,3960,8495,3336,1318,14825,838
73,3339,1143,619,771,1282,4374,15482,6279
93,2328,6037,895,230,8647,2569,5716,142
74,3658,5921,4853,14660,1255,14983,1247,3450
3771,1890,7938,621,16697,16579,276,6286,4369
75,839,2842,1110,4012,4819,4032,5966,7106
7070,1974,10174,896,3880,775,15965,314,941
76,3148,1690,372,213,3006,1072,2019,1206
145,14657,2567,14862,1466,15309,881,1205,501
77,942,2147,1636,2472,3938,2643,214,6829
6082,1689,5645,2282,881,15309,14907,5883,8153
78,2690,1716,4019,3043,2818,2867,1832,8278
3706,1592,3696,2499,2335,4009,2504,5524,17014
79,2634,627,3005,1075,819,11021,7476,6587
8045,11584,7712,3645,4086,3434,5498,4399,3793
80,5933,8293,5596,3457,5984,3873,4787,3110
5002,2274,4102,6927,3723,4837,7538,1550,9368
81,1991,6431,14199,823,218,2603,15763,14920
2010,2080,5781,7824,14180,13169,630,1979,2510
82,6941,4818,219,2551,631,3591,1584,8454
2662,1078,8987,3602,696,3736,2229,16066,783
83,5402,220,8546,3046,6908,5717,1341,5852
1589,3094,7139,89,3789,894,1216,9438,3172
84,1641,17003,5723,155,512,221,945,16935
8616,4220,3670,223,3907,5435,14841,86,7721
85,844,789,13983,1654,4097,16197,3088,13404
1692,2191,16128,14971,8569,1408,4387,2001,1505
86,1149,4220,8616,8959,4710,223,3907,5435
1704,5038,8048,6199,14797,2562,2689,17008,1999
87,791,1708,4236,3836,3523,6520,2920,2689
845,3942,17078,15409,3185,2473,6892,2695,7437
88,582,225,1044,2121,3105,4879,113,3665
2134,1252,890,1406,8929,6493,3268,1115,9953
89,1589,3172,226,642,1216,2708,4825,9438
4112,3110,2352,6925,217,14675,7015,5984,6380
90,4542,5179,4243,4514,5843,1393,5195,3702
2753,913,3719,6966,662,13493,2509,9317,5273
91,1657,4989,5061,1737,6910,228,2841,17159
955,1086,705,2437,5663,2315,5591,6931,3675
92,2071,229,894,7139,14180,7479,2440,3008
2554,1087,1080,379,2890,10167,1894,3138,5947
93,230,895,625,3846,7405,6037,8647,8317
3219,2160,5180,8187,13224,7978,2820,15605,6910
94,16101,6113,2812,2802,7169,8819,2062,1630
4911,5041,14776,163,6539,7103,4571,4491,7210
95,3629,1809,232,0,13855,14931,5822,4424
646,1868,1839,6669,2387,5935,15938,9360,5772
96,3819,7309,3368,1652,5743,3851,799,2351
28,8140,1937,432,3025,295,5635,8609,4895
97,7046,1263,558,3576,14960,4889,7266,239
559,5578,29,11916,459,561,15150,165,2723
98,861,14140,1450,4840,7945,13770,4129,2008
167,3517,15781,30,5162,6329,7686,4436,6973
99,2848,8564,6167,1228,13513,15880,900,6355
8657,168,3705,14627,3842,4672,6866,6104,3407
100,462,3937,5605,4287,3491,12822,8474,3128
169,15945,2365,7634,3728,3298,245,3175,5246
101,3940,2190,3045,7323,4458,7232,2869,13427
4154,170,5244,4552,13317,6100,3690,7881,456
102,7646,5863,9318,5045,6445,1987,4246,3036
171,1787,17334,12973,14634,16083,14990,2564,2529
103,1783,13913,4791,239,2826,3408,14800,1263
3718,172,6535,6395,2409,2196,5236,35,6842
104,7517,8948,3155,6824,1878,719,1121,10256
173,3114,8509,9275,3070,8971,1717,9412,5789
105,13795,1338,8426,6798,1907,4671,1871,7857
174,16435,326,6966,4088,1365,2113,6081,3758
106,2015,1349,6525,17780,16322,1240,7506,7640
175,2811,5181,17231,1296,2748,659,6347,1177
107,4000,5554,1095,2895,2253,5642,7138,4758
2691,3160,176,7546,8755,3562,4074,4135,8497
108,5839,3323,1233,2834,2996,4876,5513,300
177,1040,909,3041,1005,2248,6779,5043,6768
109,805,4810,5846,16547,1076,1270,1297,2883
178,3798,7,577,5284,14588,15887,3614,7190
110,3992,3086,3134,2789,5163,1822,10650,9159
179,246,3495,301,4429,6,1177,1002,4637
111,577,7,4646,3727,5887,5648,2142,178
180,4115,45,5850,3742,5656,13327,4577,182
112,528,4079,5593,1043,1298,675,8300,338
715,181,2988,4061,2923,12602,1876,1862,5746
113,474,1862,9067,7080,7132,13648,2959,88
5850,182,2559,114,45,1269,6281,2189,180
114,2559,182,2835,5850,1269,1452,4767,180
183,341,2271,15853,584,17214,550,891,4310
115,4746,858,487,338,10543,1608,249,16837
8940,5721,1653,3021,2853,184,15838,6934,6046
